angDist,_RAJ2000,_DEJ2000,RAJ2000,DEJ2000,ra_epoch2000,dec_epoch2000,errHalfMaj,errHalfMin,errPosAng,source_id,ra,ra_error,dec,dec_error,parallax,parallax_error,pmra,pmra_error,pmdec,pmdec_error,duplicated_source,phot_g_mean_flux,phot_g_mean_flux_error,phot_g_mean_mag,phot_bp_mean_flux,phot_bp_mean_flux_error,phot_bp_mean_mag,phot_rp_mean_flux,phot_rp_mean_flux_error,phot_rp_mean_mag,bp_rp,radial_velocity,radial_velocity_error,rv_nb_transits,teff_val,a_g_val,e_bp_min_rp_val,radius_val,lum_val
0.244614,58.655624,23.225822,58.655624,23.225822,58.6556518328380,23.2257593537765,0.004,0.002,90,65626623544976768,58.65574322225,0.1168,23.22557062048,0.0486,6.9860,0.1201,19.506,0.277,-43.835,0.134,0,4.25592e+03,9.14719e+00,16.615881,6.26965e+02,1.32839e+01,18.358280,5.96356e+03,3.27244e+01,15.323155,3.035125,,,0,4190.70,,,,
0.140925,58.663,24.598509,58.663,24.598509,58.6630306256606,24.5985345859650,0.009,0.005,90,66624357329718400,58.66312613969,0.2765,24.59833864078,0.1142,7.4898,0.2524,20.171,0.583,-45.510,0.313,0,1.09239e+03,1.71339e+00,18.092422,1.34117e+02,1.16524e+01,20.032682,1.67976e+03,9.08892e+00,16.698805,3.333878,,,0,,,,,
0.166406,58.684135,25.253107,58.684135,25.253107,58.6841862649527,25.2531119040732,0.020,0.014,90,67070041791157120,58.68417990988,0.6964,25.25294273196,0.3301,5.7826,0.7998,-1.335,1.294,-39.292,0.912,0,2.12252e+02,9.87380e-01,19.871237,5.00698e+01,9.59889e+00,21.102450,3.60925e+02,7.55267e+00,18.368380,2.734070,,,0,,,,,
0.250294,58.691074,22.898666,58.691074,22.898666,58.6910797272963,22.8985970309571,0.015,0.009,90,65406785641530880,58.69118662446,0.4211,22.89846495670,0.2108,1.8805,0.4611,22.871,0.952,-30.675,0.550,0,3.53613e+02,1.25264e+00,19.317045,8.48230e+01,1.20931e+01,20.530104,4.75352e+02,1.30592e+01,18.069382,2.460722,,,0,,,,,
1.039885,58.693207,25.049849,58.693207,25.049849,58.6932771698964,25.0495668249850,0.009,0.006,90,67062757528760576,58.69334928962,0.3314,25.04941997786,0.1324,4.4145,0.3572,15.175,0.606,-34.106,0.406,1,1.01335e+03,2.92522e+00,18.173965,,,,,,,,,,0,,,,,
1.697934,58.693207,25.049849,58.693207,25.049849,58.6931344994925,25.0503156362125,0.006,0.004,90,67062757526760064,58.69320844570,0.2520,25.05017128770,0.0949,5.8438,0.2723,15.559,0.395,-33.526,0.253,0,1.20135e+03,1.71328e+00,17.989193,1.58156e+02,9.17691e+00,19.853674,1.84612e+03,2.16514e+01,16.596270,3.257404,,,0,,,,,
0.414987,58.693855,25.526451,58.693855,25.526451,58.6939760745037,25.5264135942784,0.018,0.009,90,67095674158018176,58.69397484613,0.5192,25.52626755361,0.2023,7.7256,0.5135,-0.257,1.155,-33.919,0.580,1,2.66958e+03,1.38410e+01,17.122257,3.42539e+02,1.38955e+01,19.014614,4.44035e+03,1.42463e+01,15.643378,3.371236,,,0,,,,,
0.130260,58.699924,25.208462,58.699924,25.208462,58.6999637186853,25.2084548223027,0.001,0.001,90,67069285879013632,58.70008065847,0.0459,25.20826915987,0.0201,5.3573,0.0492,24.574,0.083,-43.122,0.058,0,1.98096e+04,7.24832e+00,14.946177,5.51152e+03,1.67478e+01,15.998209,2.14713e+04,2.71273e+01,13.932275,2.065934,,,0,3893.27,0.0745,0.0350,,
0.100257,58.71899,24.576248,58.71899,24.576248,58.7190209333616,24.5762490636452,0.002,0.001,90,66612473157921024,58.71910982976,0.0508,24.57606019390,0.0227,7.0720,0.0538,18.776,0.111,-43.866,0.059,1,1.68756e+05,1.31223e+02,12.620218,5.85910e+04,1.76491e+02,13.431811,1.60472e+05,2.73932e+02,11.748421,1.683391,7.37,10.58,14,4184.25,1.3445,0.6610,0.85,0.199
0.132188,58.73057,22.994583,58.73057,22.994583,58.7305697697543,22.9945464562633,0.006,0.004,90,65431185352440064,58.73066050187,0.2696,22.99435290084,0.1137,7.4953,0.3116,19.399,0.406,-44.955,0.250,1,1.74250e+03,2.34275e+00,17.585436,2.55252e+02,1.64669e+01,19.333965,2.54966e+03,1.15253e+01,16.245714,3.088251,,,0,,,,,
0.096485,58.732224,25.151196,58.732224,25.151196,58.7322513069414,25.1511862934334,0.004,0.002,90,67068152007656832,58.73234762325,0.1961,25.15111151321,0.0611,6.0613,0.2246,20.249,0.232,-17.368,0.147,0,2.98410e+03,3.02607e+00,17.001331,5.04980e+02,6.20887e+00,18.593203,3.94894e+03,1.09044e+01,15.770719,2.822484,,,0,3930.78,0.1423,0.1060,,
0.026587,58.74177,25.241491,58.74177,25.241491,58.7417785791484,25.2414873424440,0.003,0.002,90,67069835634816896,58.74187300712,0.0934,25.24128253991,0.0421,7.5426,0.1006,19.838,0.177,-47.567,0.119,0,9.07329e+03,7.48942e+00,15.793954,1.62718e+03,9.16868e+00,17.322798,1.18186e+04,1.85394e+01,14.580509,2.742289,,,0,4064.22,0.5637,0.3177,,
0.100260,58.765316,25.221357,58.765316,25.221357,58.7653449691643,25.2213667924312,0.007,0.004,90,67069011001097344,58.76548931465,0.2741,25.22124569542,0.1088,4.2018,0.2974,30.329,0.448,-28.126,0.287,0,2.17764e+03,3.11646e+00,17.343403,3.34101e+02,8.44157e+00,19.041693,3.09861e+03,9.35763e+00,16.034000,3.007692,,,0,,,,,
0.179488,58.773853,23.054785,58.773853,23.054785,58.7739053631579,23.0547709513259,0.019,0.009,90,65619438061354368,58.77402950309,0.4639,23.05465425567,0.2286,1.8173,0.5035,26.530,1.203,-27.104,0.585,0,3.28106e+02,1.12608e+00,19.398330,7.40082e+01,9.24434e+00,20.678188,4.95593e+02,1.12146e+01,18.024107,2.654081,,,0,,,,,
0.053455,58.77559,25.185064,58.77559,25.185064,58.7756053650513,25.1850652530258,0.006,0.004,90,67068701763458048,58.77562826173,0.2281,25.18502950326,0.0879,3.9367,0.2476,4.812,0.364,-8.303,0.229,0,1.39436e+03,2.02027e+00,17.827429,1.56747e+02,7.93476e+00,19.863392,2.11195e+03,7.46471e+00,16.450210,3.413181,,,0,,,,,
0.099433,58.787357,24.08413,58.787357,24.08413,58.7873667568003,24.0841030881447,0.003,0.002,90,65823676643738368,58.78745438640,0.1087,24.08390739052,0.0400,7.4445,0.1167,18.581,0.195,-45.452,0.107,0,1.01510e+04,9.85824e+00,15.672089,1.85623e+03,1.69478e+01,17.179811,1.31479e+04,3.55480e+01,14.464780,2.715032,,,0,3970.53,0.7040,0.4475,,
0.210703,58.799313,22.967484,58.799313,22.967484,58.7993536322487,22.9674388247276,0.004,0.003,90,65430150263676800,58.79943778777,0.1304,22.96722739784,0.0684,8.2212,0.1413,17.996,0.287,-49.106,0.179,0,2.27844e+03,2.31183e+00,17.294273,2.53349e+02,9.24638e+00,19.342089,3.46641e+03,1.09777e+01,15.912221,3.429868,,,0,,,,,
0.106130,58.806763,19.504728,58.806763,19.504728,58.8067687974048,19.5046994031560,0.004,0.002,90,50856471531291648,58.80686158699,0.0882,19.50449894169,0.0442,7.4032,0.0930,20.314,0.233,-46.559,0.123,0,1.18580e+04,7.69292e+00,15.503340,2.21811e+03,1.31669e+01,16.986430,1.53145e+04,3.00681e+01,14.299160,2.687269,,,0,3731.25,0.7740,0.4750,,
0.138620,58.821526,23.888103,58.821526,23.888103,58.8215263561793,23.8880649861177,0.012,0.008,90,65804980649110016,58.82152680691,0.4192,23.88784925428,0.2151,7.2120,0.4392,0.096,0.756,-50.105,0.536,0,4.56835e+02,1.24945e+00,19.038967,3.14513e+01,5.59393e+00,21.607290,7.62871e+02,9.62273e+00,17.555792,4.051498,,,0,,,,,
0.061314,58.825424,24.28495,58.825424,24.28495,58.8254397154906,24.2849407736303,0.011,0.005,90,65852775045428224,58.82552795888,0.3290,24.28489814528,0.1224,3.9079,0.3606,18.682,0.679,-9.901,0.326,0,7.19876e+02,1.29370e+00,18.545221,9.06609e+01,1.01950e+01,20.457838,1.08009e+03,5.99405e+00,17.178267,3.279572,,,0,,,,,
0.068120,58.83615,22.535803,58.83615,22.535803,58.8361394856643,22.5358184140299,0.003,0.002,90,65375831814114432,58.83624558351,0.1072,22.53561979503,0.0467,4.1498,0.1174,22.760,0.187,-46.131,0.116,0,3.59203e+03,2.39863e+00,16.800016,6.80076e+02,6.93269e+00,18.269995,4.64007e+03,1.22250e+01,15.595609,2.674386,,,0,3365.67,0.7560,0.4068,,
0.061100,58.846134,24.81813,58.846134,24.81813,58.8461450499190,24.8181166791843,0.014,0.010,90,66633668819824128,58.84623848309,0.5445,24.81792378740,0.2620,7.8305,0.5945,19.696,0.918,-44.801,0.642,0,2.78282e+02,1.00053e+00,19.577152,5.23886e+01,8.04821e+00,21.053297,4.84733e+02,5.37102e+00,18.048162,3.005135,,,0,,,,,
0.107910,58.862698,25.24615,58.862698,25.24615,58.8627067648816,25.2461202569166,0.013,0.009,90,67072236519533696,58.86279213094,0.5501,25.24592695626,0.2161,5.6996,0.5988,17.933,0.862,-44.896,0.559,0,6.86432e+02,2.06393e+00,18.596870,5.29642e+01,4.61388e+00,21.041433,1.20809e+03,1.12278e+01,17.056667,3.984766,,,0,,,,,
0.045909,58.870853,23.772451,58.870853,23.772451,58.8708628169286,23.7724419806758,0.001,0.001,90,65750627840192256,58.87094667115,0.0266,23.77224854143,0.0124,7.2044,0.0285,17.823,0.053,-44.928,0.035,0,7.45271e+04,9.19066e+01,13.507581,2.50599e+04,1.19254e+02,14.353940,7.24379e+04,2.48760e+02,12.612006,1.741934,7.03,3.97,18,3994.01,0.3550,0.1470,0.64,0.095
0.109761,58.87873,23.397556,58.87873,23.397556,58.8787287658075,23.3975258714143,0.003,0.002,90,65635522717170944,58.87881270935,0.1140,23.39733668214,0.0410,7.1053,0.1229,17.893,0.193,-43.941,0.108,0,7.54077e+03,9.08086e+00,15.994826,1.35614e+03,1.12657e+01,17.520626,9.90176e+03,2.34176e+01,14.772639,2.747987,,,0,4392.51,0.4835,0.2965,,
0.086294,58.88307,21.079517,58.88307,21.079517,58.8830751640052,21.0794935883797,0.001,0.001,90,51674920499533184,58.88317583292,0.0392,21.07927614347,0.0177,8.1395,0.0429,21.817,0.075,-50.503,0.044,0,8.49794e+05,8.92835e+02,10.865082,4.17524e+05,1.00603e+03,11.299685,5.99970e+05,1.03099e+03,10.316596,0.983089,6.95,0.34,11,5327.33,0.1160,0.0573,0.85,0.529
0.139956,58.887638,20.625212,58.887638,20.625212,58.8876440950059,20.6251732470554,0.003,0.002,90,51554317817849344,58.88774500470,0.0930,20.62500105479,0.0401,5.3719,0.1025,21.935,0.218,-39.993,0.106,0,5.19217e+03,4.11977e+00,16.399994,1.17202e+03,1.07896e+01,17.679047,6.24763e+03,1.10427e+01,15.272632,2.406415,,,0,3417.00,0.0470,0.0290,,
0.048928,58.89102,22.808905,58.89102,22.808905,58.8910363303611,22.8089027650423,0.005,0.003,90,65390056745622144,58.89112168548,0.1322,22.80870104202,0.0624,8.2681,0.1395,18.274,0.299,-46.852,0.166,0,5.65811e+04,3.16401e+01,13.806687,1.54804e+04,4.61142e+01,14.876936,6.23188e+04,8.98271e+01,12.775373,2.101564,,,0,3638.00,0.8200,0.4517,0.67,0.070
0.172186,58.893406,23.974606,58.893406,23.974606,58.8933537360660,23.9746093793678,0.004,0.003,90,65807218329068544,58.89344027918,0.1358,23.97442329448,0.0660,7.0825,0.1434,18.366,0.257,-43.220,0.175,0,2.29332e+03,2.43344e+00,17.287205,3.08654e+02,7.40368e+00,19.127708,3.24766e+03,9.39287e+00,15.982992,3.144716,,,0,,,,,
0.143503,58.943188,23.354513,58.943188,23.354513,58.9431938138177,23.3545526349844,0.004,0.002,90,65631841926881024,58.94325074875,0.1325,23.35442834882,0.0604,3.7834,0.1426,12.140,0.275,-28.866,0.157,1,1.87941e+04,8.16089e+00,15.003314,5.91312e+03,4.70379e+01,15.921847,2.52360e+04,1.68061e+02,13.756869,2.164978,,,0,3825.46,,,0.71,0.097
1.008950,58.943188,23.354513,58.943188,23.354513,58.9430665420042,23.3542559279361,0.005,0.002,90,65631846225167104,58.94312275194,0.1424,23.35412939500,0.0536,4.0788,0.1466,11.986,0.301,-29.388,0.141,0,5.01426e+03,6.74591e+00,16.437849,,,,,,,,,,0,,,,,
0.578425,58.953022,23.926773,58.953022,23.926773,58.9531238651184,23.9266421252855,0.001,0.001,90,65806050096074496,58.95312386512,1.3101,23.92664212529,0.6416,,,,,,,0,3.44604e+04,7.59875e+02,14.345066,1.18455e+04,1.81153e+02,15.167509,5.87360e+04,4.03063e+02,12.839660,2.327849,,,0,4051.52,,,,
0.900056,58.953022,23.926773,58.953022,23.926773,58.9529613963188,23.9265292706776,0.001,0.001,90,65806050098142720,58.95296139632,1.1783,23.92652927068,0.5102,,,,,,,0,3.75976e+04,5.46294e+02,14.250465,1.24061e+04,5.87787e+01,15.117298,5.92915e+04,2.61215e+02,12.829440,2.287858,,,0,3955.78,,,,
0.066487,58.955402,24.89655,58.955402,24.89655,58.9553952713698,24.8965319166030,0.016,0.010,90,67011114840001024,58.95530680338,0.5662,24.89629152070,0.2727,7.4624,0.6070,-18.638,1.046,-55.834,0.666,0,3.50458e+02,1.26935e+00,19.326775,3.53598e+01,5.38923e+00,21.480114,6.20625e+02,7.17771e+00,17.779846,3.700268,,,0,,,,,
0.021782,58.957886,23.806326,58.957886,23.806326,58.9578889646659,23.8063206287268,0.006,0.004,90,65756468995702016,58.95807927829,0.2161,23.80622801722,0.0896,6.5249,0.2297,40.441,0.384,-21.510,0.240,0,1.13722e+03,1.88005e+00,18.048758,1.42945e+02,6.75691e+00,19.963463,1.71683e+03,9.69934e+00,16.675100,3.288363,,,0,,,,,
3.512353,58.957886,23.806326,58.957886,23.806326,58.9587848252960,23.8058012679429,0.045,0.033,90,65756468994014464,58.95877894706,1.8289,23.80572375559,0.7977,6.7456,2.1312,-1.249,2.872,-18.003,2.127,0,1.02506e+02,9.60976e-01,20.661495,3.86198e+01,8.03752e+00,21.384363,1.61140e+02,8.01618e+00,19.243910,2.140453,,,0,,,,,
0.842872,58.958714,21.724493,58.958714,21.724493,58.9588222000699,21.7242817771841,0.002,0.001,90,51777724834881920,58.95882220007,1.8320,21.72428177718,0.6159,,,,,,,1,1.44681e+04,7.83887e+01,15.287335,2.84805e+03,3.10436e+01,16.715021,2.15160e+04,8.90571e+01,13.930018,2.785003,,,0,4315.17,,,,
0.143309,58.970905,20.27889,58.970905,20.27889,58.9709433571816,20.2788729864962,0.010,0.006,90,51340046192302848,58.97101016019,0.2828,20.27869554143,0.1442,2.7638,0.3170,14.554,0.669,-41.213,0.364,0,5.42798e+02,1.20422e+00,18.851770,9.71554e+01,6.65665e+00,20.382720,7.78398e+02,7.50706e+00,17.533916,2.848805,,,0,,,,,
0.138366,58.97875,20.131992,58.97875,20.131992,58.9787725574616,20.1319613651699,0.003,0.002,90,51311566265952768,58.97887437036,0.0853,20.13173356932,0.0451,8.6164,0.0910,22.202,0.191,-52.907,0.124,0,7.55530e+03,5.90585e+00,15.992737,1.25478e+03,7.25630e+00,17.604970,1.00743e+04,1.73290e+01,14.753884,2.851087,,,0,3965.46,0.5803,0.3450,,
0.024957,58.98347,23.567274,58.98347,23.567274,58.9834683535172,23.5672675712922,0.001,0.001,90,65732447241199744,58.98355878387,0.0491,23.56706966872,0.0197,7.4067,0.0530,19.251,0.089,-45.964,0.051,0,2.32534e+05,4.18793e+02,12.272150,9.84019e+04,5.58981e+02,12.868879,1.92495e+05,8.32110e+02,11.550869,1.318010,4.71,1.56,11,4998.38,0.0320,0.0143,0.57,0.185
0.162125,58.98505,25.300072,58.98505,25.300072,58.9850680470604,25.3000296708075,0.003,0.002,90,67074096242336384,58.98515596909,0.0945,25.29983573668,0.0393,7.1206,0.1056,18.462,0.170,-45.043,0.098,0,1.14107e+04,1.06311e+01,15.545082,2.08330e+03,1.66193e+01,17.054512,1.47289e+04,4.00904e+01,14.341493,2.713019,,,0,3837.84,0.8280,0.5037,,
0.162147,58.989742,21.177528,58.989742,21.177528,58.9897632172480,21.1774877920360,0.003,0.002,90,51681655008229632,58.98984925435,0.0943,21.17731312751,0.0520,6.7904,0.1023,18.633,0.212,-40.567,0.135,0,1.08388e+04,6.96331e+00,15.600911,1.93428e+03,1.21781e+01,17.135088,1.42469e+04,3.04646e+01,14.377622,2.757466,,,0,4107.03,1.4758,0.8197,,
0.178724,58.993286,24.549946,58.993286,24.549946,58.9933405333791,24.5499418142232,0.001,0.001,90,65864427293364864,58.99342927971,0.0571,24.54973976523,0.0199,7.4788,0.0603,18.749,0.093,-46.927,0.050,0,2.22325e+05,3.78491e+02,12.320892,9.23601e+04,6.44049e+02,12.937677,1.86072e+05,9.27019e+02,11.587716,1.349961,6.50,1.68,9,4942.00,0.1280,0.0620,0.57,0.176
3.179195,58.993286,24.549946,58.993286,24.549946,58.9923158972241,24.5499779476103,0.004,0.002,90,65864427293364992,58.99240561424,0.1560,24.54977635285,0.0645,7.3420,0.1716,18.954,0.280,-46.822,0.158,0,9.21827e+03,2.11527e+01,15.776742,2.27779e+03,7.90741e+01,16.957602,1.33275e+04,1.17263e+02,14.450048,2.507553,,,0,3873.66,,,,
0.093175,58.99513,24.961174,58.99513,24.961174,58.9951457619324,24.9611533066493,0.003,0.002,90,67011767677005568,58.99523967159,0.0998,24.96095683500,0.0508,7.6605,0.1058,19.774,0.183,-45.632,0.127,0,6.21986e+03,5.54363e+00,16.203915,8.59171e+02,7.09815e+00,18.016190,8.74325e+03,1.33973e+01,14.907738,3.108452,,,0,3717.06,1.4823,0.8210,,
0.063195,58.999664,26.999975,58.999664,26.999975,58.9996839811258,26.9999761242245,0.004,0.002,90,67540495331120128,58.99977240079,0.1330,26.99978057237,0.0572,7.4576,0.1459,18.298,0.253,-45.419,0.145,0,3.11777e+03,2.92367e+00,16.953756,4.28388e+02,6.78611e+00,18.771795,4.33930e+03,9.28564e+00,15.668370,3.103425,,,0,3524.28,,,,
0.100128,59.00596,23.12636,59.00596,23.12636,59.0059688021516,23.1263337705674,0.002,0.001,90,65438778854596096,59.00600502115,0.0525,23.12621154113,0.0206,4.1075,0.0575,7.736,0.106,-28.389,0.052,1,4.94044e+06,1.29343e+03,8.953951,2.72676e+06,2.14283e+03,9.262272,3.15015e+06,2.30991e+03,8.516091,0.746181,8.59,0.48,9,5901.53,,,3.24,11.487
0.143919,59.024178,22.439503,59.024178,22.439503,59.0242090270714,22.4394752968419,0.001,0.001,90,65330099002345216,59.02430452339,0.0398,22.43927133978,0.0194,7.6728,0.0439,20.500,0.079,-47.371,0.053,0,1.34502e+05,1.32405e+02,12.866541,4.92982e+04,1.68060e+02,13.619309,1.24184e+05,2.93566e+02,12.026753,1.592556,6.25,1.07,18,4308.21,0.3370,0.1620,0.64,0.126
0.131054,59.046284,22.221218,59.046284,22.221218,59.0463092856622,22.2211904468447,0.001,0.001,90,65309100904545280,59.04641045643,0.0381,22.22098955266,0.0180,7.4853,0.0384,21.753,0.076,-46.659,0.047,0,5.62275e+05,5.16022e+02,11.313493,2.65756e+05,3.45673e+02,11.790181,4.19334e+05,4.70337e+02,10.705520,1.084662,7.44,0.52,13,5015.10,0.1583,0.0793,0.87,0.436
0.168041,59.04717,20.575085,59.04717,20.575085,59.0471822670100,20.5750397611501,0.004,0.002,90,51365476695288064,59.04727637067,0.0907,20.57482830307,0.0473,8.2947,0.0948,20.462,0.234,-49.113,0.125,0,1.08597e+04,1.00158e+01,15.598819,1.98327e+03,1.14391e+01,17.107933,1.41792e+04,3.34047e+01,14.382792,2.725141,,,0,4170.50,0.5625,0.3163,,
0.010381,59.047417,25.06021,59.047417,25.06021,59.0474143705164,25.0602072964458,0.011,0.007,90,67019150723650560,59.04750289163,0.4010,25.06001123538,0.1861,8.4505,0.4224,18.624,0.738,-45.537,0.460,0,4.34712e+02,1.17005e+00,19.092861,3.05308e+01,4.98284e+00,21.639542,7.32407e+02,9.74034e+00,17.600039,4.039503,,,0,,,,,
0.125453,59.05127,21.040857,59.05127,21.040857,59.0512637654834,21.0408228851424,0.002,0.002,90,51659389897901568,59.05134590806,0.0604,21.04067491855,0.0372,6.0265,0.0673,17.806,0.125,-34.366,0.101,1,1.07527e+06,5.00696e+02,10.609570,5.46133e+05,8.12431e+02,11.008142,7.52312e+05,9.61689e+02,10.070925,0.937217,6.15,1.50,10,5369.00,0.4163,0.2020,1.27,1.213
0.037007,59.053288,25.762081,59.053288,25.762081,59.0532918062828,25.7620716240252,0.002,0.001,90,67125120453708288,59.05334892145,0.0508,25.76202192316,0.0212,2.6537,0.0533,11.947,0.100,-11.543,0.057,0,1.41643e+06,4.22384e+02,10.310374,7.33655e+05,6.00495e+02,10.687658,9.77109e+05,4.07514e+02,9.787062,0.900597,5.65,0.35,9,5515.00,,,3.12,8.110
0.273044,59.06581,25.487654,59.06581,25.487654,59.0658799897074,25.4876972291371,0.006,0.003,90,67103405099117568,59.06596613571,0.1778,25.48751029867,0.0693,7.4507,0.1929,18.061,0.367,-43.416,0.171,0,2.72648e+03,3.81729e+00,17.099361,3.77824e+02,9.59018e+00,18.908165,4.41890e+03,9.08696e+01,15.648634,3.259531,,,0,,,,,
1.178867,59.06581,25.487654,59.06581,25.487654,59.0656072080985,25.4873829203723,0.012,0.005,90,67103405096845056,59.06568893960,0.3561,25.48718664105,0.1343,7.4027,0.3541,17.135,0.764,-45.587,0.332,0,6.62134e+02,1.96820e+00,18.636002,,,,,,,,,,0,,,,,
0.106337,59.07746,23.964449,59.07746,23.964449,59.0774504779177,23.9644210768841,0.002,0.001,90,65783029073414144,59.07754120345,0.0561,23.96422074607,0.0215,7.4645,0.0565,19.255,0.104,-46.528,0.060,0,2.36309e+04,1.33497e+01,14.754665,5.53888e+03,1.66595e+01,15.992833,2.77976e+04,4.11716e+01,13.651902,2.340931,,,0,3544.27,,,0.52,0.038
0.235826,59.09051,25.352919,59.09051,25.352919,59.0905209159348,25.3528536940409,0.004,0.002,90,67097426504666752,59.09052091593,3.6769,25.35285369404,1.6878,,,,,,,0,4.32750e+02,5.28945e+00,19.097773,7.21331e+01,7.49421e+00,20.706050,7.92820e+02,7.00338e+00,17.513983,3.192068,,,0,,,,,
0.147157,59.092937,21.121443,59.092937,21.121443,59.0929337228479,21.1214020675019,0.003,0.002,90,51677669278703104,59.09302246139,0.0836,21.12119996997,0.0440,7.5788,0.0927,19.226,0.175,-46.939,0.109,0,8.59524e+03,1.25427e+01,15.852721,1.52698e+03,2.49089e+01,17.391806,1.13402e+04,4.57255e+01,14.625369,2.766437,,,0,4107.03,0.4985,0.3018,,
0.911490,59.09307,24.623196,59.09307,24.623196,59.0932756098102,24.6230238839182,0.013,0.009,90,66240387253502720,59.09335882848,0.5301,24.62291856050,0.2356,1.8354,0.5573,17.571,0.825,-24.462,0.576,0,3.43050e+02,1.36087e+00,19.349974,9.47519e+01,1.60913e+01,20.409918,4.85020e+02,8.58039e+00,18.047522,2.362396,,,0,,,,,
0.091722,59.097885,24.832436,59.097885,24.832436,59.0978950004929,24.8324117555238,0.001,0.001,90,66997817623367296,59.09797988706,0.0360,24.83222346478,0.0130,7.1251,0.0382,17.893,0.055,-43.732,0.034,0,7.77533e+04,1.39400e+02,13.461569,2.64830e+04,1.72952e+02,14.293969,7.52581e+04,3.44426e+02,12.570537,1.723433,5.85,12.32,13,4106.25,0.1693,0.0760,0.61,0.094
0.064085,59.10409,23.090816,59.10409,23.090816,59.1040845414205,23.0907999387795,0.002,0.001,90,65435102362687616,59.10417717640,0.0444,23.09060042648,0.0189,7.3629,0.0447,19.792,0.103,-46.338,0.050,1,3.34815e+04,1.58404e+01,14.376352,9.00574e+03,2.06657e+01,15.465089,3.68491e+04,5.13149e+01,13.345852,2.119237,,,0,3981.35,0.1290,0.0765,,
0.047406,59.108036,24.280998,59.108036,24.280998,59.1080217719290,24.2809961757833,0.002,0.001,90,65844361206181376,59.10810763025,0.0458,24.28080088631,0.0175,7.1616,0.0452,18.177,0.101,-45.358,0.046,0,3.95766e+04,4.19483e+01,14.194771,1.11196e+04,5.03272e+01,15.236165,4.27491e+04,1.28994e+02,13.184603,2.051562,,,0,3983.34,0.4590,0.2460,,
0.125806,59.11512,26.065916,59.11512,26.065916,59.1151051627939,26.0658837323924,0.001,0.001,90,67415803840946176,59.11520070703,0.0503,26.06570982011,0.0214,3.3130,0.0562,19.934,0.081,-40.393,0.056,0,2.07365e+04,7.28834e+00,14.896528,6.98598e+03,1.76123e+01,15.740820,2.01278e+04,3.14771e+01,14.002430,1.738390,,,0,4110.41,0.7717,0.3640,0.67,0.116
0.100345,59.120422,24.031782,59.120422,24.031782,59.1203984964645,24.0317647783021,0.004,0.002,90,65830548591559936,59.12049385651,0.1206,24.03156507309,0.0501,7.1025,0.1214,20.228,0.240,-46.383,0.130,0,4.46345e+03,5.39388e+00,16.564190,7.03447e+02,8.69890e+00,18.233309,6.06933e+03,2.10645e+01,15.304068,2.929241,,,0,3948.63,0.4580,0.2775,,
0.266251,59.142506,24.253668,59.142506,24.253668,59.1425372603865,24.2537359418352,0.026,0.012,90,65843467851503360,59.14259336860,0.8370,24.25354322693,0.2671,2.5964,0.9479,11.881,1.685,-44.760,0.755,0,3.01038e+02,1.13729e+00,19.491814,4.96064e+01,6.22090e+00,21.112545,4.35935e+02,6.61228e+00,18.163366,2.949179,,,0,,,,,
0.069009,59.150787,25.301619,59.150787,25.301619,59.1507958770290,25.3016010240074,0.009,0.005,90,67049872626942720,59.15086573691,0.2983,25.30152906862,0.1197,4.5316,0.3068,14.669,0.584,-16.712,0.322,0,9.21288e+02,1.84265e+00,18.277378,1.10114e+02,8.26142e+00,20.246780,1.43072e+03,6.69813e+00,16.873034,3.373747,,,0,,,,,
0.098471,59.15085,20.118635,59.15085,20.118635,59.1508733528119,20.1186210810559,0.006,0.004,90,51287273930914176,59.15097135319,0.1694,20.11843954435,0.0916,7.2538,0.1874,21.373,0.412,-42.163,0.236,0,1.48492e+03,2.00391e+00,17.759111,1.88408e+02,8.52584e+00,19.663640,2.19640e+03,1.14169e+01,16.407640,3.255999,,,0,,,,,
0.156857,59.16144,21.585737,59.16144,21.585737,59.1614708145916,21.5857030128775,0.006,0.003,90,51760270089541504,59.16155304311,0.1614,21.58551452716,0.0717,7.0455,0.1649,17.759,0.408,-43.777,0.183,0,2.75237e+03,3.49205e+00,17.089100,3.74179e+02,1.04458e+01,18.918690,3.96255e+03,1.23905e+01,15.766983,3.151707,,,0,,,,,
0.110228,59.1639,24.528498,59.1639,24.528498,59.1639265423643,24.5284808082997,0.006,0.004,90,65860643424977536,59.16395895329,0.2387,24.52833293502,0.0999,4.6970,0.2544,6.848,0.365,-34.345,0.244,0,9.62195e+02,1.78589e+00,18.230207,1.46557e+02,1.03068e+01,19.936375,1.34140e+03,6.53669e+00,16.943022,2.993353,,,0,,,,,
0.147454,59.16524,22.686749,59.16524,22.686749,59.1652656998614,22.6867143221068,0.011,0.007,90,65361052829512064,59.16534970873,0.3285,22.68653976118,0.1830,4.5412,0.3550,18.002,0.721,-40.543,0.458,0,5.18682e+02,1.42497e+00,18.901114,8.15391e+01,5.00596e+00,20.572973,7.66085e+02,8.14201e+00,17.551228,3.021746,,,0,,,,,
0.146540,59.194107,26.350218,59.194107,26.350218,59.1941020864099,26.3501773579159,0.005,0.003,90,67429856973800960,59.19419844501,0.1760,26.34996469753,0.0794,8.0548,0.1868,20.055,0.345,-49.392,0.198,0,2.04745e+03,2.37128e+00,17.410332,2.11755e+02,7.79038e+00,19.536804,3.09492e+03,1.14618e+01,16.035295,3.501509,,,0,,,,,
