angDist,_RAJ2000,_DEJ2000,recno,ID,RA2000,DE2000,Vmag,e_Vmag,o_Vmag,B-V,e_B-V,ra_epoch2000,dec_epoch2000,errHalfMaj,errHalfMin,errPosAng,source_id,ra,ra_error,dec,dec_error,parallax,parallax_error,pmra,pmra_error,pmdec,pmdec_error,duplicated_source,phot_g_mean_flux,phot_g_mean_flux_error,phot_g_mean_mag,phot_bp_mean_flux,phot_bp_mean_flux_error,phot_bp_mean_mag,phot_rp_mean_flux,phot_rp_mean_flux_error,phot_rp_mean_mag,bp_rp,radial_velocity,radial_velocity_error,rv_nb_transits,teff_val,a_g_val,e_bp_min_rp_val,radius_val,lum_val
0.137734,29.3005417,37.9902222,111,728,01 57 12.13,+37 59 24.8,9.42,0.005,2,0.471,0.004,29.3004964255083,37.9902360065714,0.001,0.001,0,342923456068249472,29.30055092581,0.0493,37.99018420218,0.0437,2.2792,0.0592,9.976,0.081,-12.032,0.096,0,3.57936e+06,2.66494e+03,9.303851,2.04505e+06,6.34506e+03,9.574630,2.15684e+06,5.45866e+03,8.927376,0.647254,,,0,6326.33,,,4.30,26.697
0.208592,29.3005,37.9039167,112,729,01 57 12.12,+37 54 14.1,12.926,0.015,2,0.424,0.007,29.3004342366916,37.9039424821433,0.001,0.001,90,342920702993133056,29.30045682039,0.0396,37.90392990082,0.0299,1.0275,0.0411,4.139,0.076,-2.922,0.067,0,1.33787e+05,5.41307e+01,12.872330,8.00722e+04,1.21095e+02,13.092685,7.96929e+04,1.03203e+02,12.508370,0.584314,,,0,7043.00,0.7050,0.3233,1.49,4.923
2.702671,29.3005,37.9039167,112,729,01 57 12.12,+37 54 14.1,12.926,0.015,2,0.424,0.007,29.3012128879759,37.9034195012241,0.009,0.008,90,342920707287805696,29.30121841773,0.3193,37.90342408056,0.2880,1.5506,0.4007,1.013,0.585,1.064,0.537,0,6.68248e+02,4.30725e+00,18.626022,1.01337e+03,1.26226e+02,17.836971,1.56513e+03,2.53068e+02,16.775547,1.061424,,,0,,,,,
0.164852,29.3007083,37.9346389,113,731,01 57 12.17,+37 56 04.7,11.956,0.0,1,0.595,0.0,29.3006598589799,37.9346641434750,0.003,0.002,90,342921115309990784,29.30071530487,0.0899,37.93460873599,0.0691,2.3758,0.0919,10.157,0.180,-12.869,0.154,0,3.66967e+05,1.08600e+02,11.776798,1.98815e+05,2.22822e+02,12.105263,2.43422e+05,2.70011e+02,11.296020,0.809243,8.76,3.84,2,5864.67,0.8220,0.3880,1.55,2.555
0.196903,29.3027083,37.6558333,114,737,01 57 12.65,+37 39 21.0,11.936,0.009,2,1.082,0.008,29.3026565098560,37.6558694994782,0.002,0.002,0,342862295734011008,29.30267946034,0.0452,37.65585805814,0.0551,0.6380,0.0666,4.220,0.111,-2.657,0.137,0,4.26907e+05,1.20777e+02,11.612534,1.86196e+05,1.81363e+02,12.176461,3.40966e+05,2.77169e+02,10.930142,1.246319,-27.24,0.47,4,4876.77,0.0970,0.0347,9.61,47.071
0.213172,29.3094583,37.7808333,116,745,01 57 14.27,+37 46 51.0,9.874,0.011,3,0.4,0.007,29.3093914129336,37.7808599770225,0.012,0.011,90,342910910467709056,29.30944308837,0.4801,37.78081781876,0.3626,1.7975,0.5206,9.486,0.802,-9.792,0.716,0,2.34175e+06,9.80065e+02,9.764516,1.39768e+06,2.98854e+03,9.987872,1.36939e+06,2.35753e+03,9.420603,0.567269,,,0,6616.91,0.9003,0.4270,,
0.202774,29.31125,37.9030278,117,746,01 57 14.70,+37 54 10.9,15.596,0.015,2,0.608,0.007,29.3111790841504,37.9030342433054,0.001,0.001,90,342920737352871680,29.31123226121,0.0274,37.90298432011,0.0205,2.3007,0.0285,9.745,0.051,-11.595,0.046,0,9.41904e+04,3.38462e+01,13.253349,4.88180e+04,6.15009e+01,13.629939,6.54556e+04,6.93936e+01,12.722054,0.907886,,,0,5479.50,0.0810,0.0443,0.94,0.720
0.084550,29.3111667,37.9030556,118,748,01 57 14.68,+37 54 11.0,15.606,0.015,2,1.198,0.007,29.3111790841504,37.9030342433054,0.001,0.001,90,342920737352871680,29.31123226121,0.0274,37.90298432011,0.0205,2.3007,0.0285,9.745,0.051,-11.595,0.046,0,9.41904e+04,3.38462e+01,13.253349,4.88180e+04,6.15009e+01,13.629939,6.54556e+04,6.93936e+01,12.722054,0.907886,,,0,5479.50,0.0810,0.0443,0.94,0.720
0.211107,29.3212917,37.4357778,121,756,01 57 17.11,+37 26 08.8,10.207,0.012,2,0.428,0.004,29.3212477766709,37.4358249418440,0.001,0.001,0,342855251987671040,29.32130047371,0.0356,37.43577504301,0.0316,2.1914,0.0397,9.718,0.074,-11.589,0.079,0,1.75458e+06,6.43759e+02,10.077931,1.02609e+06,1.86018e+03,10.323425,1.04841e+06,1.87691e+03,9.710590,0.612835,21.76,6.59,6,6524.35,0.5175,0.2840,2.94,14.132
0.059141,29.32175,37.681,122,758,01 57 17.22,+37 40 51.6,13.14,0.009,2,0.514,0.008,29.3217656959482,37.6810107505255,0.002,0.002,0,342862708050867584,29.32179574444,0.0539,37.68100128395,0.0580,0.7343,0.0767,5.523,0.122,-2.199,0.135,0,1.02684e+05,2.10532e+02,13.159609,6.48943e+04,9.83423e+02,13.320871,7.08017e+04,1.14807e+03,12.636810,0.684061,,,0,6449.48,,,2.17,7.368
1.185121,29.32175,37.681,122,758,01 57 17.22,+37 40 51.6,13.14,0.009,2,0.514,0.008,29.3214236909282,37.6812041571458,0.000,0.000,0,342862708049517952,29.32142369093,0.1179,37.68120415715,0.2004,,,,,,,0,2.08043e+04,5.56989e+01,14.892983,,,,,,,,,,0,,,,,
0.103423,29.3235417,37.889,123,760,01 57 17.65,+37 53 20.4,14.086,0.015,2,0.578,0.007,29.3235353410129,37.8889717130665,0.006,0.004,90,342920668633395328,29.32358642200,0.1785,37.88896108992,0.1324,0.9029,0.1856,9.363,0.371,-2.467,0.280,0,4.75261e+04,2.49853e+01,13.996036,2.61605e+04,5.91231e+01,14.307271,3.14575e+04,4.11789e+01,13.517609,0.789662,,,0,5812.00,,,,
0.148138,29.3265833,37.8761944,124,764,01 57 18.38,+37 52 34.3,14.046,0.015,2,0.768,0.007,29.3265322018646,37.8762025524023,0.001,0.001,90,342917683632222720,29.32659418390,0.0334,37.87622065183,0.0262,0.8704,0.0357,11.363,0.060,4.204,0.058,0,5.19066e+04,1.87304e+01,13.900309,2.61030e+04,2.24909e+01,14.309664,3.71681e+04,2.95084e+01,13.336494,0.973170,,,0,5385.50,,,1.92,2.803
0.140988,29.3289583,37.6529722,125,766,01 57 18.95,+37 39 10.7,12.958,0.009,2,1.031,0.008,29.3289097802277,37.6529798222696,0.002,0.002,0,342862055215842688,29.32908696887,0.0471,37.65295806091,0.0554,1.4229,0.0699,32.582,0.113,-5.054,0.142,0,1.69196e+05,4.49169e+01,12.617394,7.46153e+04,1.03452e+02,13.169318,1.34362e+05,1.96281e+02,11.941232,1.228087,14.90,0.97,4,4884.51,1.5255,0.7895,2.70,3.744
0.064902,29.3309167,37.9898611,126,768,01 57 19.42,+37 59 23.5,12.072,0.011,2,0.49,0.0,29.3308945962670,37.9898657423130,0.002,0.001,0,342922665794266624,29.33094773125,0.0450,37.98981429815,0.0553,2.2486,0.0687,9.726,0.096,-11.948,0.130,0,3.07290e+05,6.57205e+01,11.969494,1.76467e+05,3.86744e+02,12.234729,1.90872e+05,1.85651e+02,11.560063,0.674665,5.20,0.93,4,6354.50,0.1587,0.0685,1.27,2.354
0.212096,29.336375,37.8619722,127,772,01 57 20.73,+37 51 43.1,10.188,0.009,13,0.476,0.003,29.3363205121980,37.8620124556943,0.001,0.001,90,342917610616684032,29.33637545375,0.0515,37.86196493001,0.0375,2.1557,0.0540,10.074,0.087,-11.038,0.076,0,1.80346e+06,6.64284e+02,10.048100,1.03303e+06,1.75983e+03,10.316108,1.10587e+06,1.51940e+03,9.652660,0.663447,7.02,1.48,3,6302.76,,,3.25,15.041
0.175014,29.335625,37.5611111,128,773,01 57 20.55,+37 33 40.0,13.76,,,0.75,,29.3355671002040,37.5610950738873,0.001,0.001,0,342859306436786816,29.33558161838,0.0264,37.56103920998,0.0335,0.9068,0.0410,2.673,0.063,-12.975,0.082,0,6.86621e+04,2.49401e+01,13.596572,3.53167e+04,4.69602e+01,13.981440,4.82105e+04,1.69468e+02,13.054066,0.927374,,,0,5667.93,,,1.89,3.322
0.110309,29.3364167,37.7102222,129,774,01 57 20.74,+37 42 36.8,13.95,0.009,2,0.656,0.008,29.3363783540648,37.7102265151161,0.001,0.001,0,342862841193737088,29.33641962866,0.0307,37.71025976840,0.0361,1.3118,0.0441,7.584,0.074,7.723,0.089,0,5.98171e+04,1.88521e+01,13.746302,3.20643e+04,5.55498e+01,14.086332,4.04518e+04,8.77721e+01,13.244575,0.841758,,,0,5785.50,0.3423,0.1623,1.17,1.372
0.276256,29.342875,37.6064444,130,783,01 57 22.29,+37 36 23.2,12.24,,,0.61,,29.3427848294189,37.6064163690326,0.002,0.002,0,342861191926302848,29.34283815021,0.0460,37.60636562946,0.0562,2.2831,0.0696,9.811,0.112,-11.785,0.139,0,2.40702e+05,7.28875e+01,12.234668,1.36867e+05,1.73441e+02,12.510643,1.56385e+05,1.26030e+03,11.776434,0.734209,4.35,3.19,4,6117.63,0.2890,0.1430,1.19,1.797
1.730766,29.342875,37.6064444,130,783,01 57 22.29,+37 36 23.2,12.24,,,0.61,,29.3432907584261,37.6067946174867,0.003,0.003,90,342861196222390528,29.34335746073,0.0753,37.60674748558,0.0782,3.1164,0.1136,12.273,0.178,-10.947,0.169,0,3.41873e+04,1.35703e+02,14.353703,,,,,,,,,,0,,,,,
0.200162,29.3457083,37.6393889,131,786,01 57 22.97,+37 38 21.8,13.17,,,0.73,,29.3457028802080,37.6393334652257,0.005,0.005,90,342861986496368256,29.34576621550,0.1425,37.63928465867,0.1268,2.4737,0.1805,11.649,0.310,-11.336,0.295,0,1.25152e+05,5.58918e+01,12.944767,6.30524e+04,6.94986e+01,13.352135,8.95671e+04,1.22615e+02,12.381549,0.970586,1.04,4.10,3,5366.00,,,1.06,0.839
0.165688,29.3492083,37.8699722,132,790,01 57 23.81,+37 52 11.9,12.267,0.012,4,0.529,0.018,29.3491523870638,37.8699852419277,0.001,0.001,90,342917649272484864,29.34921255784,0.0696,37.86993470865,0.0403,2.4557,0.0730,11.032,0.091,-11.737,0.085,0,2.70899e+05,8.93065e+01,12.106346,1.51235e+05,2.79192e+02,12.402260,1.74153e+05,1.45249e+02,11.659594,0.742666,8.67,2.76,2,5955.00,,,1.25,1.758
0.150406,29.3500417,38.1028889,133,791,01 57 24.01,+38 06 10.4,12.684,0.017,4,0.543,0.017,29.3499913247786,38.1029020968154,0.001,0.001,0,342924448204603008,29.35004569758,0.0412,38.10285260779,0.0410,2.1638,0.0459,9.937,0.082,-11.494,0.092,0,1.84102e+05,5.51507e+01,12.525718,1.02004e+05,1.68042e+02,12.829842,1.19048e+05,1.66522e+02,12.072612,0.757230,2.48,0.59,3,5964.33,0.1175,0.0560,1.16,1.538
0.282812,29.3580417,37.8618056,134,797,01 57 25.93,+37 51 42.5,10.221,0.009,13,0.942,0.035,29.3579689844628,37.8618592263385,0.001,0.001,90,342917438817992320,29.35801791379,0.0476,37.86181099414,0.0350,3.2023,0.0482,8.972,0.084,-11.202,0.075,0,1.96294e+06,6.92734e+02,9.956097,9.05412e+05,1.60060e+03,10.459272,1.48997e+06,3.00314e+03,9.328974,1.130299,-2.92,0.32,4,5001.15,,,3.85,8.345
0.156445,29.358375,37.7221389,135,798,01 57 26.01,+37 43 19.7,10.454,0.005,16,0.419,0.004,29.3583200728111,37.7221379556977,0.003,0.003,0,342862875553475072,29.35837273629,0.0674,37.72208965143,0.0871,2.2724,0.1379,9.675,0.183,-11.219,0.219,0,1.38439e+06,5.19748e+02,10.335221,8.15472e+05,1.39986e+03,10.572866,8.20083e+05,1.66476e+03,9.977276,0.595590,16.75,5.03,3,6540.07,1.0257,0.5335,2.51,10.370
0.159652,29.3590417,37.6556389,136,799,01 57 26.17,+37 39 20.3,11.304,0.004,11,0.423,0.004,29.3589922881916,37.6556180092787,0.002,0.002,0,342862364453487232,29.35905561757,0.0481,37.65557032379,0.0599,2.2165,0.0711,11.645,0.127,-11.075,0.153,0,6.33656e+05,2.54302e+02,11.183732,3.77106e+05,5.32266e+02,11.410229,3.76366e+05,5.16856e+02,10.822893,0.587336,5.57,0.70,4,6836.74,1.0380,0.5242,1.59,4.995
0.254644,29.359125,37.6821111,137,801,01 57 26.19,+37 40 55.6,13.758,0.009,2,0.463,0.008,29.3590362236268,37.6821192890377,0.002,0.001,0,342862566315831808,29.35899660052,0.0308,37.68210033138,0.0435,0.6786,0.0489,-7.283,0.084,-4.403,0.113,0,6.79951e+04,2.00063e+01,13.607171,3.98373e+04,8.83623e+01,13.850664,4.18395e+04,5.42462e+01,13.207953,0.642711,,,0,6601.00,1.2193,0.6065,1.83,5.710
0.044784,29.3644583,37.5862222,138,806,01 57 27.47,+37 35 10.4,10.756,0.0,1,0.385,0.0,29.3644449630166,37.5862287616760,0.002,0.002,0,342860921344487296,29.36449828266,0.0490,37.58617890479,0.0599,2.3704,0.0761,9.813,0.117,-11.580,0.146,0,1.02589e+06,3.19444e+02,10.660612,6.18875e+05,7.10536e+02,10.872380,5.92701e+05,5.87260e+02,10.329831,0.542549,8.36,3.46,4,6921.00,,,1.85,7.078
0.020106,29.36775,37.4007222,139,814,01 57 28.26,+37 24 02.6,10.219,0.011,5,0.367,0.007,29.3677540572310,37.4007176389431,0.003,0.002,0,342854319978585344,29.36780628591,0.2636,37.40066906565,0.1373,3.3016,0.3230,9.637,0.129,-11.282,0.174,1,1.70490e+06,1.78230e+03,10.109120,1.02547e+06,2.79718e+03,10.324080,9.69917e+05,3.94121e+03,9.795083,0.528996,24.58,4.36,4,6783.83,,,1.78,6.054
0.108345,29.378875,37.9160833,140,823,01 57 30.93,+37 54 57.9,10.273,0.003,14,0.417,0.002,29.3788410064177,37.9160969587204,0.001,0.001,90,342919259884120192,29.37888180971,0.0504,37.91604780180,0.0361,2.4253,0.0501,7.476,0.089,-11.417,0.078,0,1.63503e+06,1.05710e+03,10.154552,9.60072e+05,1.74426e+03,10.395629,9.68306e+05,1.31254e+03,9.796888,0.598741,10.65,3.64,2,6531.98,0.8813,0.4585,2.56,10.752
0.214159,29.38275,37.8946111,141,824,01 57 31.86,+37 53 40.6,11.629,0.011,15,0.44,0.005,29.3826811833639,37.8946353847585,0.001,0.001,90,342919058020364544,29.38273584379,0.0455,37.89458492642,0.0337,2.2789,0.0458,10.018,0.082,-11.719,0.074,0,4.73045e+05,1.71383e+02,11.501110,2.77949e+05,6.46911e+02,11.741475,2.84862e+05,4.92136e+02,11.125334,0.616141,5.24,2.40,4,6534.87,0.3720,0.1790,1.46,3.523
0.195985,29.38575,37.7016111,142,828,01 57 32.58,+37 42 05.8,13.943,0.0,1,0.681,0.0,29.3856857365722,37.7015916460133,0.001,0.001,0,342868480486909568,29.38574195337,0.0299,37.70154347492,0.0365,2.3123,0.0460,10.331,0.074,-11.188,0.090,0,5.99583e+04,2.83166e+01,13.743742,2.95974e+04,7.45679e+01,14.173256,4.38169e+04,1.24564e+02,13.157815,1.015441,,,0,5582.50,0.0740,0.0370,0.72,0.449
0.224255,29.395625,38.1551111,143,840,01 57 34.95,+38 09 18.4,11.831,0.0,1,0.309,0.007,29.3955471832022,38.1551227681595,0.001,0.001,0,342959843031155456,29.39558291285,0.0447,38.15510292591,0.0364,1.2398,0.0499,6.525,0.073,-4.609,0.077,0,3.91853e+05,1.40381e+02,11.705559,2.45936e+05,5.11970e+02,11.874331,2.17191e+05,2.18637e+02,11.419816,0.454515,7.12,5.92,4,7255.66,0.7683,0.3775,2.00,9.960
0.175488,29.399625,37.9730833,144,847,01 57 35.91,+37 58 23.1,14.2,,,1.03,,29.3995655124413,37.9730699892659,0.001,0.001,0,342922837593175424,29.39961792389,0.0269,37.97302076801,0.0230,2.2436,0.0297,9.596,0.049,-11.432,0.056,0,5.02382e+04,2.29391e+01,13.935782,2.18812e+04,2.70798e+01,14.501212,4.05590e+04,7.99406e+01,13.241701,1.259511,,,0,4951.87,,,0.90,0.440
0.267141,29.4009583,37.7527778,145,849,01 57 36.23,+37 45 10.0,9.917,0.01,21,0.424,0.005,29.4008818272522,37.7528208186434,0.019,0.014,90,342868824084286848,29.40094713504,0.5351,37.75276446798,0.4024,1.7044,0.5316,11.993,1.211,-13.088,0.881,0,2.25871e+06,1.09770e+03,9.803715,1.33287e+06,4.06191e+03,10.039422,1.34683e+06,2.80417e+03,9.438636,0.600786,16.15,2.87,3,6666.34,,,,
0.173203,29.4056667,37.4909722,146,855,01 57 37.36,+37 29 27.5,9.745,0.019,6,0.061,0.008,29.4056223999030,37.4910050519331,0.007,0.004,0,342856656440790784,29.40567350350,0.1560,37.49095323098,0.1507,2.4479,0.2694,9.418,0.235,-12.036,0.453,1,2.40819e+06,1.24529e+03,9.734137,1.71447e+06,4.01994e+03,9.766066,1.05238e+06,3.34080e+03,9.706486,0.059580,,,0,9193.75,0.1350,0.0775,,
0.230546,29.404125,37.0363889,147,856,01 57 36.99,+37 02 11.0,,,,,,29.4040481883276,37.0364073833802,0.001,0.001,90,342458843684922624,29.40408003955,0.0418,37.03634972943,0.0370,0.8950,0.0457,5.905,0.093,-13.391,0.079,1,6.25991e+05,6.06732e+02,11.196945,2.55265e+05,7.52073e+02,11.833908,5.24977e+05,8.21422e+02,10.461570,1.372338,22.26,10.07,3,4679.46,0.2800,0.1413,9.27,37.129
0.228432,29.4070417,37.8168611,148,857,01 57 37.69,+37 49 00.7,10.028,0.011,20,0.47,0.002,29.4069684189202,37.8168870816773,0.004,0.003,0,342916339306367872,29.40702478075,0.0859,37.81683338819,0.1035,2.3564,0.1414,10.341,0.193,-12.471,0.232,0,2.05659e+06,7.54457e+02,9.905498,1.17851e+06,1.55372e+03,10.173054,1.25940e+06,2.04363e+03,9.511512,0.661542,8.73,5.94,5,6236.80,,,3.25,14.372
0.297676,29.40675,37.6605,149,858,01 57 37.62,+37 39 37.8,8.958,0.003,2,1.085,0.004,29.4066520326172,37.6605286784299,0.002,0.002,0,342861711618456704,29.40670682698,0.0497,37.66049136199,0.0585,2.2309,0.0703,10.075,0.119,-8.667,0.144,0,6.52960e+06,3.95286e+03,8.651150,2.83455e+06,4.72101e+03,9.220177,5.15191e+06,1.47818e+04,7.981999,1.238177,6.97,0.59,2,4733.59,0.0730,0.0383,11.64,61.286
0.302492,29.407375,37.8306667,150,859,01 57 37.77,+37 49 50.4,13.2,,,0.67,,29.4074665723408,37.8306239306209,0.001,0.001,90,342916446681649792,29.40746657234,0.7886,37.83062393062,0.7118,,,,,,,0,1.23027e+05,1.16519e+02,12.963367,6.24649e+04,8.51393e+01,13.362298,8.91563e+04,1.20783e+02,12.386539,0.975759,0.58,3.47,5,5324.00,,,,
0.183354,29.4115833,38.14175,151,864,01 57 38.78,+38 08 30.3,12.885,0.013,5,0.578,0.017,29.4115241001626,38.1417706451003,0.001,0.001,0,342948023281158528,29.41157917993,0.0353,38.14172179947,0.0323,2.2807,0.0396,10.061,0.069,-11.345,0.073,0,1.53415e+05,5.19520e+01,12.723693,8.40528e+04,1.25810e+02,13.040008,1.00735e+05,7.26661e+01,12.253972,0.786036,6.68,1.28,7,5889.00,0.0487,0.0250,1.03,1.158
0.323233,29.412375,37.7700556,152,867,01 57 38.97,+37 46 12.2,9.041,0.007,11,1.004,0.006,29.4122888864157,37.7701141497616,0.003,0.003,0,342869236401143808,29.41234562780,0.0694,37.77006493160,0.0905,2.3638,0.1281,10.417,0.191,-11.431,0.199,0,5.90094e+06,3.25408e+03,8.761062,2.65414e+06,5.44506e+03,9.291580,4.54589e+06,1.13987e+04,8.117872,1.173708,,,0,4845.33,0.2813,0.1475,9.81,47.790
0.219858,29.4144167,37.8738333,153,868,01 57 39.46,+37 52 25.8,10.465,0.014,2,0.381,0.005,29.4143555355887,37.8738706989004,0.003,0.002,0,342918233388035328,29.41440410001,0.0665,37.87382108901,0.0733,2.1045,0.0900,8.904,0.157,-11.522,0.173,0,1.33879e+06,9.00701e+02,10.371581,8.06940e+05,6.38911e+02,10.584285,7.72349e+05,7.26026e+02,10.042385,0.541900,,,0,6791.00,,,2.47,11.702
0.226726,29.428125,37.6697778,154,882,01 57 42.75,+37 40 11.2,7.121,0.002,2,1.206,0.002,29.4280677351023,37.6698215243414,0.001,0.001,0,342867587133716224,29.42815234487,0.0429,37.66968657012,0.0365,3.6162,0.0501,15.555,0.078,-31.344,0.078,0,3.62158e+07,9.71368e+03,6.791120,1.49813e+07,2.52017e+04,7.412512,2.94802e+07,1.17729e+05,6.088093,1.324420,9.21,0.15,9,4602.46,0.1670,0.0935,18.28,135.072
0.143209,29.4332083,37.8616944,155,888,01 57 43.97,+37 51 42.1,10.447,0.007,18,0.427,0.003,29.4331599038495,37.8617054718515,0.002,0.002,0,342917988573805824,29.43321747751,0.0560,37.86165970073,0.0655,2.2408,0.0710,10.557,0.130,-10.631,0.154,1,1.39649e+06,5.30509e+02,10.325769,8.22078e+05,7.51197e+02,10.564106,8.31605e+05,1.22699e+03,9.962128,0.601978,21.60,10.36,2,6614.24,,,2.50,10.757
0.224273,29.43525,38.1852222,156,889,01 57 44.46,+38 11 06.8,12.802,0.015,5,0.551,0.018,29.4351711552029,38.1852285530568,0.001,0.001,0,342948603100672896,29.43522463378,0.0363,38.18517939877,0.0328,2.2821,0.0407,9.763,0.069,-11.416,0.073,0,1.66544e+05,4.74224e+01,12.634541,9.19207e+04,1.80730e+02,12.942855,1.08022e+05,8.49119e+01,12.178137,0.764718,6.28,0.99,8,5930.00,0.0967,0.0500,1.06,1.253
0.153349,29.4364167,37.9884444,157,890,01 57 44.74,+37 59 18.4,10.087,0.011,6,0.453,0.006,29.4363662628168,37.9884597079820,0.001,0.001,0,342920020093006464,29.43641964950,0.0670,37.98840822046,0.0434,2.1861,0.0693,9.772,0.087,-11.958,0.091,1,1.94479e+06,8.34455e+02,9.966186,1.12705e+06,1.43046e+03,10.221529,1.17329e+06,1.13155e+03,9.588404,0.633125,7.70,2.87,3,6417.63,,,3.21,15.751
0.720768,29.4397917,37.6567778,158,895,01 57 45.55,+37 39 24.4,9.608,0.004,7,0.977,0.011,29.4399027696991,37.6565979297473,0.001,0.001,0,342867312254464128,29.43990276970,0.9296,37.65659792975,0.9410,,,,,,,1,3.48264e+06,9.09068e+03,9.333593,1.60647e+06,2.64003e+03,9.836710,2.69317e+06,4.73414e+03,8.686261,1.150449,,,0,4967.00,,,,
0.166947,29.4419583,38.0745556,159,897,01 57 46.07,+38 04 28.4,10.506,0.037,7,0.407,0.003,29.4419004119761,38.0745641992197,0.001,0.001,90,342946885113758720,29.44195604416,0.0404,38.07451348070,0.0350,2.1968,0.0404,10.172,0.082,-11.780,0.080,0,1.23917e+06,1.00601e+04,10.455539,7.06570e+05,2.57660e+04,10.728500,7.22982e+05,1.89922e+04,10.114101,0.614399,,,0,6370.78,,,2.59,9.944
0.278125,29.4447083,38.2539167,160,898,01 57 46.73,+38 15 14.1,8.98,0.0,1,1.11,0.0,29.4446155191488,38.2539423956730,0.002,0.001,0,342962072118111616,29.44460343920,0.0424,38.25391515634,0.0419,1.3475,0.0501,-2.203,0.088,-6.327,0.101,0,6.29684e+06,1.87710e+03,8.690559,2.68267e+06,6.10410e+03,9.279969,5.06928e+06,6.36190e+03,7.999555,1.280414,12.35,0.26,3,4698.47,,,19.31,163.780
0.196252,29.4464583,37.79175,161,901,01 57 47.15,+37 47 30.3,10.981,0.006,17,0.388,0.007,29.4463893297781,37.7917511028992,0.002,0.002,90,342869373840093440,29.44643322533,0.0662,37.79170294747,0.0713,1.8992,0.1094,8.057,0.160,-11.184,0.152,0,8.41447e+05,7.40643e+02,10.875799,5.05497e+05,1.03834e+03,11.092092,4.91167e+05,4.26092e+02,10.533847,0.558245,3.12,3.24,3,6734.00,,,2.21,9.027
0.352301,29.4537917,38.4459167,162,904,01 57 48.91,+38 26 45.3,8.27,0.0,1,0.95,0.0,29.4536921807177,38.4458575244868,0.002,0.001,0,342973071530382848,29.45371491511,0.0421,38.44578929892,0.0426,6.1755,0.0512,4.135,0.086,-15.846,0.103,0,1.15518e+07,3.17765e+03,8.031743,5.29381e+06,8.81608e+03,8.541968,8.70055e+06,2.84746e+04,7.413053,1.128915,11.66,0.21,6,5012.01,,,4.81,13.175
0.210110,29.4565417,37.8205,163,911,01 57 49.57,+37 49 13.8,10.185,0.0,1,0.544,0.0,29.4564804427899,37.8205326315540,0.003,0.002,90,342870954386683264,29.45646101390,0.0626,37.82055648220,0.0561,2.8975,0.0721,-3.565,0.171,5.540,0.127,1,1.84242e+06,9.95988e+02,10.024893,1.01710e+06,1.62488e+03,10.332981,1.17111e+06,2.29042e+03,9.590428,0.742553,-4.73,0.21,2,5915.00,,,2.79,8.603
0.196427,29.46425,37.6645556,164,917,01 57 51.42,+37 39 52.4,14.31,,,0.52,,29.4642038413587,37.6645961217896,0.001,0.001,90,342867449694763136,29.46425793759,0.0264,37.66454632277,0.0203,2.2969,0.0280,9.946,0.048,-11.566,0.046,0,5.23248e+04,2.02889e+01,13.891597,2.55745e+04,5.43175e+01,14.331871,3.85768e+04,1.02107e+02,13.296104,1.035767,,,0,5075.00,0.1580,0.0780,0.84,0.426
0.123745,29.4666667,37.4627778,165,921,01 57 52.00,+37 27 46.0,12.644,0.011,2,0.553,0.007,29.4666234141631,37.4627788355995,0.002,0.001,0,342844600468774272,29.46667522836,0.0379,37.46272775877,0.0446,2.3397,0.0528,9.552,0.087,-11.863,0.106,0,1.89814e+05,5.11140e+01,12.492546,1.05138e+05,1.33427e+02,12.796984,1.23222e+05,1.59202e+02,12.035197,0.761786,12.71,3.51,4,5972.00,0.0433,0.0275,1.09,1.356
0.245932,29.48,37.8794444,166,935,01 57 55.20,+37 52 46.0,11.62,,,0.45,,29.4799220892717,37.8794741524155,0.002,0.002,0,342918061589341312,29.47997812659,0.0465,37.87942296064,0.0502,2.2358,0.0653,10.273,0.109,-11.890,0.113,0,4.55820e+05,1.49878e+02,11.541381,2.68393e+05,4.93761e+02,11.779462,2.74996e+05,3.93341e+02,11.163605,0.615857,9.01,5.26,4,6744.72,0.3717,0.1847,1.38,3.529
0.211347,29.4790417,37.3407222,167,937,01 57 54.97,+37 20 26.6,10.98,,,0.38,,29.4789881854413,37.3407626522339,0.001,0.001,0,342841538155913984,29.47904119826,0.0359,37.34071228935,0.0330,2.1577,0.0421,9.789,0.071,-11.697,0.074,0,8.45324e+05,4.13426e+02,10.870809,5.07536e+05,7.00670e+02,11.087720,4.91793e+05,4.11304e+02,10.532464,0.555256,7.78,5.42,3,6808.27,,,1.91,7.030
0.218231,29.4852083,37.8336111,168,941,01 57 56.45,+37 50 01.0,10.706,0.006,15,0.424,0.001,29.4851438952265,37.8336440747014,0.002,0.002,0,342871023107523968,29.48519185183,0.0502,37.83359292407,0.0573,2.1361,0.0732,8.797,0.112,-11.880,0.130,0,1.10163e+06,4.74453e+02,10.583273,6.49287e+05,1.07057e+03,10.820295,6.55257e+05,6.36422e+02,10.220891,0.599404,6.21,1.25,2,6508.65,,,2.40,9.339
0.179081,29.4907917,37.8061944,169,950,01 57 57.79,+37 48 22.3,11.467,0.02,3,0.48,0.007,29.4907574175776,37.8062361238147,0.002,0.002,0,342870640854339200,29.49080899439,0.0501,37.80618571162,0.0533,2.2376,0.0676,9.465,0.112,-11.709,0.115,0,5.73038e+05,4.10646e+03,11.292908,3.25846e+05,7.21547e+03,11.568858,3.50500e+05,8.25340e+03,10.900200,0.668658,47.17,15.14,3,6224.15,,,1.81,4.442
