angDist,_RAJ2000,_DEJ2000,recno,ID,RA2000,DE2000,Vmag,e_Vmag,o_Vmag,B-V,e_B-V,ra_epoch2000,dec_epoch2000,errHalfMaj,errHalfMin,errPosAng,source_id,ra,ra_error,dec,dec_error,parallax,parallax_error,pmra,pmra_error,pmdec,pmdec_error,duplicated_source,phot_g_mean_flux,phot_g_mean_flux_error,phot_g_mean_mag,phot_bp_mean_flux,phot_bp_mean_flux_error,phot_bp_mean_mag,phot_rp_mean_flux,phot_rp_mean_flux_error,phot_rp_mean_mag,bp_rp,radial_velocity,radial_velocity_error,rv_nb_transits,teff_val,a_g_val,e_bp_min_rp_val,radius_val,lum_val
0.066794,29.7401667,37.5236389,226,1199,01 58 57.64,+37 31 25.1,13.92,,,0.86,,29.7401433159116,37.5236383573867,0.001,0.001,0,342848689277747456,29.74016675753,0.0286,37.52356103691,0.0234,1.0047,0.0320,4.318,0.054,-17.958,0.054,0,6.17352e+04,1.73926e+01,13.712033,2.92835e+04,8.09453e+01,14.184831,4.66372e+04,6.86390e+01,13.090090,1.094741,,,0,5043.46,,,2.13,2.643
0.494341,29.74175,37.6408333,227,1201,01 58 58.02,+37 38 27.0,14.53,,,0.42,,29.7419125851057,37.6407855400672,0.011,0.008,90,342852778086604928,29.74198277016,0.4790,37.64071879492,0.2787,-0.1477,0.4645,12.908,0.691,-15.502,0.516,0,3.77841e+04,6.24432e+01,14.245093,1.93536e+04,4.16748e+01,14.634485,2.75593e+04,4.37312e+01,13.661248,0.973237,,,0,5321.46,,,,
4.412783,29.74175,37.6408333,227,1201,01 58 58.02,+37 38 27.0,14.53,,,0.42,,29.7419852897758,37.6396217697575,0.019,0.014,90,342852778085400192,29.74199254574,0.8095,37.63959693148,0.4695,-0.3844,0.7052,1.334,1.210,-5.769,0.896,0,3.70141e+02,2.89184e+00,19.267448,3.58999e+02,2.21548e+01,18.963654,4.61617e+02,1.48235e+01,18.101215,0.862438,,,0,,,,,
0.170173,29.7494583,38.0219167,228,1204,01 58 59.87,+38 01 18.9,11.68,,,0.46,,29.7493983640895,38.0219189643755,0.001,0.001,0,342896861630882816,29.74944816185,0.0356,38.02186892377,0.0305,2.1672,0.0387,9.111,0.068,-11.622,0.069,0,4.37071e+05,1.33162e+02,11.586987,2.56694e+05,5.12714e+02,11.827847,2.64128e+05,1.96963e+02,11.207382,0.620464,13.39,3.22,6,6514.00,0.3092,0.1255,1.49,3.600
0.214154,29.7436667,37.1373889,229,1205,01 58 58.48,+37 08 14.6,8.68,0.0,1,0.49,0.0,29.7436272887335,37.1374394134235,0.002,0.001,90,330824361396414848,29.74379382348,0.0413,37.13730866529,0.0369,8.9172,0.0460,30.835,0.103,-30.367,0.095,0,6.95656e+06,2.73035e+03,8.582378,3.98123e+06,5.10120e+03,8.851344,4.22791e+06,6.16089e+03,8.196607,0.654738,1.34,0.39,2,6305.11,0.6630,0.3567,1.54,3.391
0.268551,29.7875,37.8939722,230,1243,01 59 09.00,+37 53 38.3,14.14,,,0.62,,29.7874055755637,37.8939686932407,0.001,0.001,0,342891982548055296,29.78741326664,0.0268,37.89395628559,0.0359,0.7697,0.0361,1.410,0.063,-2.882,0.093,0,4.31161e+04,1.47971e+01,14.101766,2.40207e+04,4.63543e+01,14.399923,2.84735e+04,9.22429e+01,13.625816,0.774107,,,0,5869.00,,,1.64,2.860
1.803414,29.7875,37.8939722,230,1243,01 59 09.00,+37 53 38.3,14.14,,,0.62,,29.7873501880808,37.8944589981445,0.009,0.005,0,342891982546820480,29.78735560106,0.1197,37.89444624241,0.1695,0.9737,0.1849,0.992,0.331,-2.963,0.585,0,1.55779e+03,4.14298e+00,17.707094,,,,,,,,,,0,,,,,
0.267868,29.81175,38.0153333,231,1263,01 59 14.82,+38 00 55.2,9.006,0.011,4,1.019,0.007,29.8116605901720,38.0153572701808,0.002,0.001,0,342899537393760512,29.81171353377,0.0443,38.01530649063,0.0449,2.2507,0.0518,9.688,0.094,-11.794,0.106,0,6.13003e+06,2.72156e+03,8.719709,2.72785e+06,8.45425e+03,9.261837,4.68897e+06,1.97341e+04,8.084226,1.177611,5.09,0.23,4,4831.00,0.0245,0.0100,10.58,54.973
0.112367,29.8251667,37.8303889,232,1270,01 59 18.04,+37 49 49.4,14.09,,,0.7,,29.8251275597729,37.8303932097391,0.001,0.001,0,342879716121465344,29.82517947785,0.0333,37.83034174858,0.0369,2.2817,0.0482,9.524,0.081,-11.952,0.088,0,5.55824e+04,3.20410e+01,13.826023,2.72510e+04,5.44548e+01,14.262932,4.07616e+04,7.26266e+01,13.236293,1.026639,,,0,5112.47,0.0193,0.0145,0.86,0.455
0.127396,29.832125,37.7371944,233,1278,01 59 19.71,+37 44 13.9,12.92,,,0.92,,29.8320888883648,37.7372152979732,0.002,0.002,90,342876967342405504,29.83216511777,0.0641,37.73718142836,0.0539,0.3508,0.0695,14.001,0.116,-7.866,0.100,0,1.64014e+05,5.25970e+01,12.651162,7.50458e+04,1.40216e+02,13.163072,1.27431e+05,7.88132e+01,11.998729,1.164343,,,0,4935.67,,,10.50,58.981
0.170234,29.8329583,37.38975,234,1284,01 59 19.91,+37 23 23.1,12.893,0.0,1,0.677,0.0,29.8329030894640,37.3897323410816,0.002,0.002,0,330835322152914560,29.83295815474,0.0419,37.38968095149,0.0532,2.2723,0.0656,10.161,0.100,-11.936,0.152,0,1.62439e+05,4.77607e+01,12.661637,8.33204e+04,1.48514e+02,13.049510,1.13893e+05,1.21647e+02,12.120673,0.928837,4.59,11.17,6,5421.00,0.3783,0.2210,1.28,1.281
0.281492,29.836375,37.7466389,235,1285,01 59 20.73,+37 44 47.9,12.15,,,0.76,,29.8362857052912,37.7466724945758,0.002,0.001,90,342877070421619456,29.83634251012,0.0610,37.74659484576,0.0500,2.0353,0.0648,10.432,0.109,-18.035,0.094,0,3.19815e+05,8.43910e+01,11.926118,1.58714e+05,3.26239e+02,12.349849,2.30765e+05,2.54717e+02,11.353996,0.995853,-10.53,4.03,3,5384.75,,,2.04,3.158
0.100773,29.8586667,37.67775,236,1296,01 59 26.08,+37 40 39.9,14.75,,,0.53,,29.8586976407350,37.6777364391365,0.007,0.003,90,342873634447788800,29.85875792287,0.1980,37.67770271684,0.0917,0.2585,0.1162,11.081,0.440,-7.832,0.189,0,3.55746e+04,1.88599e+01,14.310515,1.82164e+04,2.61664e+01,14.700230,2.51308e+04,3.60348e+01,13.761403,0.938827,,,0,5398.00,,,,
0.268762,29.8734583,38.2678611,237,1304,01 59 29.63,+38 16 04.3,11.341,0.008,4,0.412,0.011,29.8733674638097,38.2678390246242,0.001,0.001,90,342906825954977792,29.87342180322,0.0389,38.26778876378,0.0326,2.3178,0.0422,9.909,0.068,-11.673,0.068,0,6.09009e+05,3.75439e+02,11.226807,3.63896e+05,7.20601e+02,11.448944,3.59467e+05,6.51264e+02,10.872773,0.576171,7.40,1.51,4,6712.24,0.6850,0.3550,1.55,4.386
0.252794,29.8766667,37.4860278,238,1316,01 59 30.40,+37 29 09.7,10.78,,,0.9,,29.8765787315883,37.4860201542427,0.003,0.002,0,330838208370927872,29.87655797032,0.0540,37.48600567831,0.0553,1.7471,0.0745,-3.826,0.131,-3.362,0.194,0,1.17479e+06,7.74300e+02,10.513464,5.46524e+05,1.26277e+03,11.007365,8.84953e+05,1.04369e+03,9.894619,1.112746,-9.08,0.30,5,5001.60,,,5.46,16.779
0.144607,29.9252917,37.7032222,239,1352,01 59 42.07,+37 42 11.6,,,,,,29.9252741310842,37.7031845133005,0.001,0.001,90,342875008837321216,29.92534930419,0.0467,37.70313519308,0.0346,0.9833,0.0437,13.814,0.097,-11.455,0.077,0,1.79411e+04,1.04722e+01,15.053741,9.10531e+03,2.53913e+01,15.453152,1.27981e+04,3.33728e+01,14.494058,0.959094,,,0,5363.50,0.1860,0.0920,1.01,0.761
0.115802,29.9469583,37.8316111,240,1365,01 59 47.27,+37 49 53.8,13.29,,,0.71,,29.9469178046727,37.8316145286049,0.001,0.001,90,342879097646172800,29.94697196305,0.0203,37.83156680949,0.0174,2.2162,0.0218,9.935,0.043,-11.083,0.040,0,1.05702e+05,3.29186e+01,13.128154,5.55686e+04,7.90427e+01,13.489314,7.24832e+04,7.14440e+01,12.611327,0.877987,,,0,5549.37,0.1190,0.0463,1.01,0.865
0.244027,29.9561667,37.8276389,241,1372,01 59 49.48,+37 49 39.5,12.601,0.0,1,0.51,0.0,29.9560934512935,37.8276742200917,0.001,0.001,90,342879028926696448,29.95614816106,0.0337,37.82765152393,0.0279,1.8150,0.0362,10.037,0.070,-5.271,0.062,0,1.96499e+05,4.19116e+01,12.454963,1.10014e+05,2.09931e+02,12.747769,1.25731e+05,1.33343e+02,12.013317,0.734452,30.07,4.03,3,6058.00,0.3260,0.1615,1.38,2.325
0.113164,29.966125,37.5088333,242,1387,01 59 51.87,+37 30 31.8,14.38,,,0.47,,29.9660900233370,37.5088185250531,0.001,0.001,90,330861057596939008,29.96614327366,0.0393,37.50879975075,0.0270,1.2324,0.0412,9.811,0.065,-4.360,0.055,0,4.75706e+04,1.94194e+01,13.995019,2.39898e+04,3.48692e+01,14.401321,3.38638e+04,4.92877e+01,13.437581,0.963740,,,0,5370.00,0.5020,0.2500,1.31,1.284
0.500736,29.973375,38.1001944,243,1391,01 59 53.61,+38 06 00.7,14.52,,,0.71,,29.9732128338528,38.1001390676844,0.001,0.001,0,342900813000887808,29.97321199245,0.0286,38.10009340666,0.0254,2.6758,0.0340,-0.154,0.054,-10.605,0.065,0,3.94795e+04,1.34637e+01,14.197437,1.74265e+04,2.94562e+01,14.748364,3.17928e+04,2.80808e+01,13.506098,1.242266,,,0,4841.36,0.1880,0.0897,0.71,0.250
0.214564,29.969,37.6678611,244,1392,01 59 52.56,+37 40 04.3,14.78,,,0.23,,29.9689249023476,37.6678654123362,0.007,0.004,90,342874008108709376,29.96895988844,0.1815,37.66782780950,0.1374,0.9855,0.1811,6.432,0.422,-8.734,0.240,0,3.56063e+04,1.97128e+01,14.309548,1.71333e+04,8.67127e+01,14.766789,2.67186e+04,3.44859e+01,13.694884,1.071904,,,0,5167.19,1.1760,0.5693,,
0.106404,29.9787083,37.6872222,245,1404,01 59 54.89,+37 41 14.0,13.93,,,0.88,,29.9786868202486,37.6872463796295,0.001,0.001,90,342874115484124160,29.97870695732,0.0340,37.68721119488,0.0253,0.8910,0.0327,3.701,0.069,-8.172,0.053,0,5.96244e+04,2.50719e+01,13.749806,2.83957e+04,7.69078e+01,14.218256,4.46661e+04,7.06912e+01,13.136975,1.081281,,,0,5034.40,,,2.37,3.252
0.303686,29.9892083,38.3026667,246,1406,01 59 57.41,+38 18 09.6,,,,,,29.9891055275707,38.3026419684135,0.029,0.027,0,343000142707701376,29.98915606935,0.8125,38.30258018167,0.8928,4.3822,0.8981,9.212,1.743,-14.350,1.840,0,4.17306e+05,2.71852e+02,11.637230,2.06666e+05,3.27374e+02,12.063216,3.02601e+05,2.90104e+02,11.059742,1.003474,1.90,2.11,7,5333.33,0.4940,0.2455,,
0.335263,29.9867917,37.9695833,247,1407,01 59 56.83,+37 58 10.5,12.949,0.0,1,0.552,0.0,29.9866778698901,37.9695583948532,0.026,0.019,90,342886759867807360,29.98673827964,0.7309,37.96952904028,0.6251,2.4048,0.7307,11.061,1.692,-6.818,1.232,0,1.39529e+05,6.08528e+01,12.826706,7.53858e+04,9.53495e+01,13.158165,9.29852e+04,1.74672e+02,12.340886,0.817279,-11.64,3.76,2,5826.67,0.0250,0.0130,,
0.363769,29.9885,37.9860833,248,1408,01 59 57.24,+37 59 09.9,14.17,,,0.76,,29.9883778234684,37.9860526764717,0.001,0.001,90,342886794227543168,29.98835529054,0.0252,37.98600030250,0.0221,1.0763,0.0288,-4.125,0.048,-12.164,0.047,0,3.83860e+04,1.24078e+01,14.227933,2.09157e+04,5.37147e+01,14.550206,2.55584e+04,3.81053e+01,13.743085,0.807121,,,0,5823.00,0.1077,0.0457,1.12,1.305
4.750482,29.9885,37.9860833,248,1408,01 59 57.24,+37 59 09.9,14.17,,,0.76,,29.9869078077859,37.9864913623501,0.004,0.004,90,342887000384722176,29.98691009333,0.1455,37.98646839126,0.1425,0.3857,0.1742,0.418,0.288,-5.335,0.286,0,1.20273e+03,3.37107e+00,17.987944,6.10110e+02,1.54065e+01,18.387869,1.05481e+03,1.99081e+01,17.203985,1.183884,,,0,,,,,
0.217270,29.997625,37.7766389,249,1414,01 59 59.43,+37 46 35.9,13.95,,,0.54,,29.9975535163203,37.7766176850933,0.001,0.001,90,342875730391818240,29.99759223473,0.0247,37.77659756592,0.0198,1.2908,0.0259,7.108,0.054,-4.673,0.044,0,5.52685e+04,1.68388e+01,13.832172,3.07054e+04,1.08301e+02,14.133353,3.59036e+04,1.94544e+02,13.374075,0.759278,,,0,5928.00,0.0602,0.0365,1.08,1.300
0.307573,30.07375,37.1842778,250,1470,02 00 17.70,+37 11 03.4,,,,,,30.0736477056202,37.1842521558205,0.001,0.001,0,330815938965190528,30.07369614367,0.0325,37.18418723445,0.0296,2.9074,0.0368,8.963,0.063,-15.079,0.067,0,1.75530e+05,3.59842e+01,12.577488,9.10056e+04,9.92813e+01,12.953717,1.21189e+05,1.22610e+02,12.053260,0.900457,-37.54,2.14,6,5506.72,0.1835,0.0807,1.01,0.838
0.337792,30.0915833,38.0447222,251,1474,02 00 21.98,+38 02 41.0,10.698,0.009,2,0.355,0.016,30.0914672608289,38.0447009123701,0.001,0.001,0,342888134256062208,30.09151901081,0.0546,38.04464908051,0.0362,2.2255,0.0659,9.466,0.073,-12.038,0.080,1,1.09246e+06,7.13336e+02,10.592351,6.58294e+05,1.59891e+03,10.805338,6.32937e+05,1.59610e+03,10.258519,0.546819,11.61,3.65,6,6778.98,1.2632,0.6327,2.12,8.538
0.331679,30.274875,37.7065556,252,1602,02 01 05.97,+37 42 23.6,9.961,0.011,2,0.462,0.014,30.2747602379518,37.7065399507940,0.001,0.001,90,330868410580935936,30.27481419564,0.0409,37.70648900975,0.0352,2.2483,0.0436,9.915,0.076,-11.831,0.073,0,2.19216e+06,9.17804e+02,9.836185,1.25179e+06,1.33154e+03,10.107561,1.34530e+06,1.81699e+03,9.439875,0.667686,9.45,0.82,2,6110.44,,,3.67,16.879
0.337548,30.3070833,37.9549167,253,1626,02 01 13.70,+37 57 17.7,,,,,,30.3069661116315,37.9549007827832,0.001,0.001,0,330968122542111488,30.30702964927,0.0347,37.95485148937,0.0295,1.6667,0.0389,11.636,0.064,-11.449,0.065,0,3.93801e+05,1.09081e+02,11.700173,2.21093e+05,2.28582e+02,11.989952,2.50918e+05,2.51063e+02,11.263092,0.726860,-22.79,0.88,8,6051.00,,,2.14,5.527
0.158739,30.2951667,37.17125,254,1627,02 01 10.84,+37 10 16.5,,,,,,30.2951200817962,37.1712262430688,0.001,0.001,90,330791577910517120,30.29517324994,0.0415,37.17117456405,0.0325,2.2538,0.0448,9.840,0.076,-12.003,0.073,0,1.44556e+05,4.42928e+01,12.788278,7.71219e+04,9.14203e+01,13.133443,9.73576e+04,5.43773e+01,12.290995,0.842448,-10.88,11.30,6,5775.00,,,1.06,1.124
0.203719,30.42375,37.82475,255,1690,02 01 41.70,+37 49 29.1,,,,,,30.4236837636253,37.8247284374976,0.001,0.001,0,330962689406802176,30.42373749029,0.0259,37.82468647858,0.0236,1.2739,0.0294,9.857,0.049,-9.745,0.055,0,1.21219e+05,5.05676e+01,12.979435,6.64913e+04,1.07559e+02,13.294477,7.99728e+04,7.68709e+01,12.504563,0.789913,,,0,5908.00,,,1.63,2.929
